City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Salumbar,IN,2021-04-25 16:15:45,24.1333,74.05,90.55,7,40,2.33,scattered clouds
260,Takoradi,GH,2021-04-25 16:14:02,4.8845,-1.7554,85.21,69,86,11.41,overcast clouds
261,Hami,CN,2021-04-25 16:09:35,42.8,93.45,44.82,18,99,6.08,overcast clouds
262,Avarua,CK,2021-04-25 16:11:51,-21.2078,-159.775,78.8,78,40,10.36,moderate rain
263,Vila Franca Do Campo,PT,2021-04-25 16:14:08,37.7167,-25.4333,64.4,68,40,18.41,scattered clouds
264,Agadir,MA,2021-04-25 16:10:51,30.4202,-9.5982,73.4,49,40,17.27,scattered clouds
265,Henties Bay,NA,2021-04-25 16:13:27,-22.116,14.2845,64.99,85,1,7.0,clear sky
266,Egvekinot,RU,2021-04-25 16:14:25,66.3167,-179.1667,20.46,90,91,4.36,overcast clouds
267,Beidao,CN,2021-04-25 16:12:48,34.5686,105.8933,47.05,92,83,1.79,broken clouds
268,Loncoche,CL,2021-04-25 16:15:46,-39.3667,-72.6333,50.0,100,90,2.3,fog
269,Fare,PF,2021-04-25 16:13:30,-16.7,-151.0167,80.67,65,21,3.89,few clouds
270,Scottsbluff,US,2021-04-25 16:15:47,41.8666,-103.6672,66.99,44,1,4.61,clear sky
271,Grindavik,IS,2021-04-25 16:14:06,63.8424,-22.4338,48.2,76,20,14.97,few clouds
272,Esperance,AU,2021-04-25 16:15:48,-33.8667,121.9,62.6,63,2,12.66,clear sky
273,Solnechnyy,RU,2021-04-25 16:15:48,50.7214,136.6319,26.47,62,59,3.94,broken clouds
274,Muisne,EC,2021-04-25 16:15:48,0.6,-80.0333,86.0,84,75,8.05,broken clouds
275,Ahipara,NZ,2021-04-25 16:15:48,-35.1667,173.1667,57.79,81,82,6.93,broken clouds
276,Olafsvik,IS,2021-04-25 16:12:15,64.8945,-23.7142,43.5,88,87,8.61,overcast clouds
277,Matara,LK,2021-04-25 16:15:49,5.9485,80.5353,78.73,87,49,3.91,scattered clouds
278,Tera,NE,2021-04-25 16:15:49,14.0078,0.7531,105.82,10,88,2.37,overcast clouds
279,Srednekolymsk,RU,2021-04-25 16:14:29,67.45,153.6833,-4.25,100,23,4.88,few clouds
280,Mirador,BR,2021-04-25 16:15:50,-6.3708,-44.3631,88.02,60,31,4.21,scattered clouds
281,Kerrville,US,2021-04-25 16:15:50,30.0474,-99.1403,75.2,50,1,9.22,clear sky
282,Lazaro Cardenas,MX,2021-04-25 16:14:18,17.9583,-102.2,84.45,47,100,4.0,overcast clouds
283,Illapel,CL,2021-04-25 16:15:50,-31.6308,-71.1653,75.87,35,0,5.44,clear sky
284,Geneva,US,2021-04-25 16:15:51,41.8875,-88.3054,48.99,46,1,10.36,clear sky
285,Albstadt,DE,2021-04-25 16:15:51,48.2164,9.026,60.01,45,7,8.7,clear sky
286,Saint George,US,2021-04-25 16:12:37,37.1041,-113.5841,73.99,18,1,6.91,clear sky
287,Yauya,PE,2021-04-25 16:15:51,-8.9833,-77.3,60.67,51,23,4.88,few clouds
288,Carbonia,IT,2021-04-25 16:15:52,39.1672,8.5222,68.0,52,0,11.5,clear sky
289,Borken,DE,2021-04-25 16:15:52,51.85,6.8667,55.0,34,67,5.01,broken clouds
290,Souillac,MU,2021-04-25 16:13:11,-20.5167,57.5167,77.0,88,75,14.97,broken clouds
291,Hatta,IN,2021-04-25 16:15:53,24.1167,79.6,87.48,6,97,6.33,overcast clouds
292,Sete,FR,2021-04-25 16:15:53,43.4018,3.6966,62.6,51,0,3.44,clear sky
293,Byron Bay,AU,2021-04-25 16:15:54,-28.65,153.6167,57.0,94,40,8.37,scattered clouds
294,Arrecife,ES,2021-04-25 16:15:54,28.963,-13.5477,77.0,44,20,19.57,few clouds
295,Trairi,BR,2021-04-25 16:15:54,-3.2778,-39.2689,84.69,67,81,10.25,broken clouds
296,Batemans Bay,AU,2021-04-25 16:15:55,-35.7167,150.1833,53.01,84,19,3.0,few clouds
297,Najran,SA,2021-04-25 16:11:50,17.4924,44.1277,91.4,18,75,4.61,light rain
298,Cayenne,GF,2021-04-25 16:10:35,4.9333,-52.3333,86.0,74,75,11.5,broken clouds
299,Chaplygin,RU,2021-04-25 16:15:55,53.2432,39.9629,42.01,52,51,13.22,broken clouds
300,Ischia,IT,2021-04-25 16:15:56,40.7342,13.9471,64.99,66,46,8.99,scattered clouds
301,Muroto,JP,2021-04-25 16:15:56,33.2833,134.15,54.52,65,2,22.39,clear sky
302,Edd,ER,2021-04-25 16:15:56,13.9297,41.6925,91.11,53,59,17.09,broken clouds
303,Sibu,MY,2021-04-25 16:14:59,2.3,111.8167,77.0,94,40,0.85,scattered clouds
304,Port Elizabeth,ZA,2021-04-25 16:12:07,-33.918,25.5701,68.0,68,0,4.61,clear sky
305,Baker City,US,2021-04-25 16:15:57,44.7749,-117.8344,37.99,100,90,1.32,overcast clouds
306,Honiara,SB,2021-04-25 16:14:05,-9.4333,159.95,78.3,85,94,1.36,overcast clouds
307,Seoul,KR,2021-04-25 16:12:30,37.5683,126.9778,59.0,71,0,3.44,clear sky
308,Cidreira,BR,2021-04-25 16:12:26,-30.1811,-50.2056,71.82,70,82,15.79,broken clouds
309,Inuvik,CA,2021-04-25 16:15:58,68.3499,-133.7218,15.8,92,100,6.91,overcast clouds
310,Mamallapuram,IN,2021-04-25 16:15:58,12.6264,80.1722,84.2,74,20,9.22,few clouds
311,Caronport,CA,2021-04-25 16:15:58,50.4501,-105.8179,44.6,31,100,5.75,overcast clouds
312,Porto Velho,BR,2021-04-25 16:14:55,-8.7619,-63.9039,87.8,74,40,3.44,light rain
313,Cap-Haitien,HT,2021-04-25 16:15:59,19.7578,-72.2042,79.72,70,6,12.28,clear sky
314,Saint-Augustin,CA,2021-04-25 16:12:58,51.226,-58.6502,44.55,50,55,13.4,broken clouds
315,Pangnirtung,CA,2021-04-25 16:12:27,66.1451,-65.7125,37.89,88,99,1.23,overcast clouds
316,Antofagasta,CL,2021-04-25 16:15:59,-23.65,-70.4,69.01,48,0,11.5,clear sky
317,Lorengau,PG,2021-04-25 16:12:20,-2.0226,147.2712,80.29,77,100,4.07,overcast clouds
318,Lesnoy,RU,2021-04-25 16:16:00,57.6198,63.0784,50.11,47,87,7.49,overcast clouds
319,Fort Nelson,CA,2021-04-25 16:16:00,58.8053,-122.7002,33.8,51,40,2.3,scattered clouds
320,Itaituba,BR,2021-04-25 16:16:01,-4.2761,-55.9836,89.6,62,40,11.5,scattered clouds
321,Karratha,AU,2021-04-25 16:12:09,-20.7377,116.8463,78.44,61,0,3.53,clear sky
322,Imbituba,BR,2021-04-25 16:16:01,-28.24,-48.6703,77.0,69,40,9.22,scattered clouds
323,Bilibino,RU,2021-04-25 16:12:56,68.0546,166.4372,17.02,96,100,1.43,light snow
324,Kavaratti,IN,2021-04-25 16:11:55,10.5669,72.642,84.61,71,7,10.58,clear sky
325,Taree,AU,2021-04-25 16:16:02,-31.9,152.4667,53.6,100,12,5.75,few clouds
326,Tuatapere,NZ,2021-04-25 16:12:45,-46.1333,167.6833,42.01,81,55,8.01,broken clouds
327,Pierre,US,2021-04-25 16:12:18,44.3683,-100.351,55.0,53,1,21.85,clear sky
328,Guerrero Negro,MX,2021-04-25 16:16:02,27.9769,-114.0611,62.51,68,70,11.79,broken clouds
329,Bambous Virieux,MU,2021-04-25 16:12:28,-20.3428,57.7575,79.0,88,75,14.97,light rain
330,Payo,ID,2021-04-25 16:16:03,-3.7508,103.6372,74.03,92,99,2.68,overcast clouds
331,Muros,ES,2021-04-25 16:12:13,42.7762,-9.0603,64.99,72,100,1.99,overcast clouds
332,Haines Junction,CA,2021-04-25 16:13:55,60.7522,-137.5108,30.2,74,5,2.3,clear sky
333,Shubarkuduk,KZ,2021-04-25 16:16:03,49.1447,56.4872,49.57,85,100,2.1,overcast clouds
334,Phan Thiet,VN,2021-04-25 16:16:04,10.9333,108.1,80.58,84,7,4.29,clear sky
335,El Carrizo,MX,2021-04-25 16:16:04,24.0261,-106.8814,80.01,58,85,1.99,overcast clouds
336,Slonim,BY,2021-04-25 16:16:04,53.0867,25.3219,41.2,60,88,10.09,overcast clouds
337,Limoux,FR,2021-04-25 16:16:05,42.9167,2.1667,64.4,59,0,18.41,clear sky
338,Torbay,CA,2021-04-25 16:13:26,47.6666,-52.7314,53.01,40,20,25.32,few clouds
339,Galesong,ID,2021-04-25 16:16:05,-5.3166,119.3661,77.0,100,20,3.44,few clouds
340,Umm Lajj,SA,2021-04-25 16:16:05,25.0213,37.2685,82.15,54,0,2.84,clear sky
341,Venado Tuerto,AR,2021-04-25 16:16:06,-33.7456,-61.9688,70.0,23,0,7.07,clear sky
342,Sorland,NO,2021-04-25 16:14:19,67.667,12.6934,39.2,70,40,13.8,scattered clouds
343,Zhangjiakou,CN,2021-04-25 16:14:07,40.81,114.8794,55.63,59,74,8.61,broken clouds
344,Klyuchi,RU,2021-04-25 16:16:06,52.2667,79.1667,46.74,40,100,8.86,overcast clouds
345,Bonito,BR,2021-04-25 16:16:07,-21.1211,-56.4819,70.16,92,100,3.04,overcast clouds
346,Rawson,AR,2021-04-25 16:13:49,-43.3002,-65.1023,64.65,44,50,21.07,scattered clouds
347,Boulder,US,2021-04-25 16:11:33,40.0833,-105.3505,62.6,36,1,4.61,clear sky
348,Perelyub,RU,2021-04-25 16:16:07,51.8667,50.3667,45.19,53,47,9.26,scattered clouds
349,Kota Tinggi,MY,2021-04-25 16:16:08,1.7381,103.8999,82.4,83,75,2.3,broken clouds
350,Dossor,KZ,2021-04-25 16:16:08,47.5272,52.9811,58.1,59,100,15.46,overcast clouds
351,Taoudenni,ML,2021-04-25 16:13:08,22.6783,-3.9836,106.05,7,1,13.98,clear sky
352,Los Llanos De Aridane,ES,2021-04-25 16:12:21,28.6585,-17.9182,69.8,60,75,1.14,broken clouds
353,Maumere,ID,2021-04-25 16:16:08,-8.6199,122.2111,79.83,73,99,7.63,overcast clouds
354,Mantua,IT,2021-04-25 16:16:09,45.1667,10.7833,75.0,33,0,3.44,clear sky
355,Zeya,RU,2021-04-25 16:16:09,53.75,127.2667,37.31,76,100,3.29,overcast clouds
356,San Carlos De Bariloche,AR,2021-04-25 16:16:09,-41.1456,-71.3082,64.0,47,0,2.89,clear sky
357,Gravdal,NO,2021-04-25 16:16:10,68.1214,13.5031,39.2,65,75,9.22,broken clouds
358,Urucui,BR,2021-04-25 16:16:10,-7.2294,-44.5561,88.05,59,95,3.49,light rain
359,Bengkulu,ID,2021-04-25 16:12:23,-3.8004,102.2655,77.95,86,100,5.5,overcast clouds
360,Lasa,IT,2021-04-25 16:13:52,46.6166,10.7002,71.6,33,20,5.75,few clouds
361,Sao Joao Da Barra,BR,2021-04-25 16:10:30,-21.6403,-41.0511,86.0,54,40,2.3,scattered clouds
362,Pamanukan,ID,2021-04-25 16:16:11,-6.2842,107.8106,78.69,80,92,4.56,overcast clouds
363,Nanticoke,US,2021-04-25 16:16:11,41.2054,-76.0049,54.0,82,100,1.01,overcast clouds
364,Svetlyy,RU,2021-04-25 16:16:12,54.675,20.1347,41.0,65,40,15.66,scattered clouds
365,Tazovskiy,RU,2021-04-25 16:16:12,67.4667,78.7,7.54,97,41,6.8,scattered clouds
366,Salinopolis,BR,2021-04-25 16:13:50,-0.6136,-47.3561,82.74,76,98,6.76,overcast clouds
367,Hisua,IN,2021-04-25 16:16:12,24.8333,85.4167,89.6,23,15,6.91,haze
368,Luang Prabang,LA,2021-04-25 16:16:13,19.8856,102.1347,75.74,85,99,1.86,overcast clouds
369,Beloha,MG,2021-04-25 16:08:41,-25.1667,45.05,75.7,73,61,9.6,broken clouds
370,Itoman,JP,2021-04-25 16:16:13,26.1247,127.6694,68.0,77,0,6.91,clear sky
371,Caramay,PH,2021-04-25 16:16:14,10.1815,119.236,77.29,86,47,4.79,scattered clouds
372,Jojoima,SL,2021-04-25 16:16:14,7.8792,-10.7878,91.4,48,99,5.55,overcast clouds
373,Korla,CN,2021-04-25 16:16:14,41.7597,86.1469,54.41,23,4,9.26,clear sky
374,Oranjemund,NA,2021-04-25 16:16:15,-28.55,16.4333,63.91,81,100,7.65,overcast clouds
375,Tigzirt,DZ,2021-04-25 16:16:15,36.8886,4.1198,74.07,56,47,7.92,scattered clouds
376,Grafton,US,2021-04-25 16:16:15,42.207,-71.6856,51.01,87,90,5.75,light rain
377,Te Anau,NZ,2021-04-25 16:13:14,-45.4167,167.7167,41.02,95,77,5.75,broken clouds
378,Clyde River,CA,2021-04-25 16:11:49,70.4692,-68.5914,19.4,100,20,17.27,snow
379,College,US,2021-04-25 16:13:58,64.8569,-147.8028,39.99,69,1,1.45,clear sky
380,Sola,VU,2021-04-25 16:12:09,-13.8833,167.55,77.0,100,20,4.85,few clouds
381,Soe,ID,2021-04-25 16:16:16,-9.8607,124.284,61.88,86,44,3.47,scattered clouds
382,Skjervoy,NO,2021-04-25 16:15:36,70.0311,20.9714,37.4,52,40,6.91,light rain
383,Tabuk,PH,2021-04-25 16:15:14,17.4189,121.4443,71.1,86,21,5.01,few clouds
384,Dubbo,AU,2021-04-25 16:16:17,-32.25,148.6167,41.0,87,0,8.05,clear sky
385,Kampene,CD,2021-04-25 16:16:17,-3.6,26.6667,71.22,93,94,1.7,overcast clouds
386,Ocampo,MX,2021-04-25 16:16:18,21.65,-101.5,70.09,43,66,6.69,broken clouds
387,Verkhoshizhemye,RU,2021-04-25 16:16:18,58.011,49.1038,37.85,79,51,11.92,broken clouds
388,Tibati,CM,2021-04-25 16:16:18,6.4667,12.6333,77.22,61,99,4.54,overcast clouds
389,Vanimo,PG,2021-04-25 16:12:46,-2.6741,141.3028,74.73,86,100,4.7,overcast clouds
390,Marsa Matruh,EG,2021-04-25 16:16:19,31.3525,27.2453,68.0,77,40,25.32,scattered clouds
391,Narsaq,GL,2021-04-25 16:14:21,60.9167,-46.05,51.8,30,75,24.16,broken clouds
392,Cockburn Town,TC,2021-04-25 16:12:34,21.4612,-71.1419,78.64,74,47,16.46,scattered clouds
393,Hofn,IS,2021-04-25 16:16:19,64.2539,-15.2082,42.8,87,90,6.91,light rain
394,Bocana De Paiwas,NI,2021-04-25 16:16:20,12.7857,-85.1227,86.52,48,17,8.9,few clouds
395,Qujing,CN,2021-04-25 16:16:20,25.4833,103.7833,61.14,92,10,4.47,clear sky
396,Barahona,DO,2021-04-25 16:16:21,18.2085,-71.1008,82.4,78,40,13.8,scattered clouds
397,Mitu,CO,2021-04-25 16:16:21,1.1983,-70.1733,90.59,51,100,2.84,overcast clouds
398,Mareeba,AU,2021-04-25 16:16:21,-17.0,145.4333,75.2,94,75,11.5,broken clouds
399,Fairbanks,US,2021-04-25 16:14:12,64.8378,-147.7164,39.99,64,1,3.44,clear sky
400,Kushima,JP,2021-04-25 16:16:22,31.4583,131.2333,58.08,73,46,8.75,scattered clouds
401,Acarau,BR,2021-04-25 16:16:22,-2.8856,-40.12,85.37,67,93,12.03,overcast clouds
402,Thaton,MM,2021-04-25 16:16:22,16.9206,97.3714,83.55,75,88,5.53,overcast clouds
403,Nkhotakota,MW,2021-04-25 16:16:23,-12.9274,34.2961,73.45,79,59,2.35,broken clouds
404,Tigil,RU,2021-04-25 16:12:03,57.8,158.6667,27.59,91,100,5.35,overcast clouds
405,Bauchi,NG,2021-04-25 16:16:23,10.5,10.0,91.09,29,96,9.93,light rain
406,Tadine,NC,2021-04-25 16:16:23,-21.55,167.8833,73.04,81,100,6.24,overcast clouds
407,Hudiksvall,SE,2021-04-25 16:16:24,61.729,17.1036,42.01,44,95,4.0,overcast clouds
408,Bayburt,TR,2021-04-25 16:16:24,40.2589,40.2278,61.86,48,100,20.22,overcast clouds
409,Ondarroa,ES,2021-04-25 16:16:24,43.3167,-2.4167,71.01,47,97,4.0,overcast clouds
410,High Prairie,CA,2021-04-25 16:16:25,55.4334,-116.4858,37.4,38,31,8.05,scattered clouds
411,Gavle,SE,2021-04-25 16:16:25,60.6745,17.1417,37.99,68,99,4.0,overcast clouds
412,Kamenka,RU,2021-04-25 16:14:07,51.3223,42.7678,43.99,55,50,8.1,scattered clouds
413,Mattawa,US,2021-04-25 16:14:01,46.7379,-119.9028,46.0,55,44,10.0,scattered clouds
414,Surt,LY,2021-04-25 16:16:26,31.2089,16.5887,64.81,76,5,11.39,clear sky
415,Leshukonskoye,RU,2021-04-25 16:16:26,64.8989,45.7622,42.58,81,100,6.31,overcast clouds
416,Kutum,SD,2021-04-25 16:16:26,14.2,24.6667,90.7,9,60,11.23,broken clouds
417,Boende,CD,2021-04-25 16:16:26,-0.2167,20.8667,79.74,72,75,3.62,broken clouds
418,Anantapur,IN,2021-04-25 16:16:27,14.6833,77.6,95.36,25,81,14.14,broken clouds
419,Loiza,PR,2021-04-25 16:13:15,18.4313,-65.8802,87.8,48,40,21.85,scattered clouds
420,Baruun-Urt,MN,2021-04-25 16:14:11,46.6806,113.2792,49.33,68,100,13.67,overcast clouds
421,Kruisfontein,ZA,2021-04-25 16:11:43,-34.0033,24.7314,72.79,44,100,3.87,overcast clouds
422,Yulara,AU,2021-04-25 16:08:58,-25.2406,130.9889,60.8,41,0,10.36,clear sky
423,Tukrah,LY,2021-04-25 16:09:16,32.5341,20.5791,62.91,78,1,12.37,clear sky
424,Sao Filipe,CV,2021-04-25 16:12:26,14.8961,-24.4956,72.43,73,90,14.16,overcast clouds
425,Santa Cruz,BO,2021-04-25 16:12:00,-17.8,-63.1667,75.2,73,75,16.11,broken clouds
426,Asau,RO,2021-04-25 16:12:48,46.4333,26.4,57.0,34,93,9.57,overcast clouds
427,Vao,NC,2021-04-25 16:13:33,-22.6667,167.4833,73.42,75,99,3.67,overcast clouds
428,Sosua,DO,2021-04-25 16:16:28,19.7667,-70.5167,87.8,66,20,9.22,few clouds
429,Raudeberg,NO,2021-04-25 16:12:40,61.9875,5.1352,44.01,61,10,13.91,clear sky
430,Nelson,NZ,2021-04-25 16:16:29,-41.2833,173.2833,48.99,85,26,1.01,scattered clouds
431,Derzhavinsk,KZ,2021-04-25 16:12:17,51.1,66.3167,54.88,61,95,10.16,overcast clouds
432,Hovd,MN,2021-04-25 16:13:19,48.0056,91.6419,31.14,28,76,1.03,broken clouds
433,Veraval,IN,2021-04-25 16:16:29,20.9,70.3667,82.04,81,2,8.95,clear sky
434,Carlyle,US,2021-04-25 16:15:12,38.6103,-89.3726,57.0,62,47,3.0,scattered clouds
435,Betafo,MG,2021-04-25 16:16:30,-19.8333,46.85,60.85,93,100,4.36,light rain
436,Broome,US,2021-04-25 16:10:33,42.2506,-75.833,52.0,81,90,6.91,overcast clouds
437,Santa Luzia,BR,2021-04-25 16:16:30,-19.7697,-43.8514,86.0,42,20,5.75,few clouds
438,Rudabanya,HU,2021-04-25 16:16:30,48.3833,20.6333,45.0,76,75,6.91,broken clouds
439,Midland,US,2021-04-25 16:11:33,31.9974,-102.0779,75.0,40,1,20.71,clear sky
440,Jalalabad,AF,2021-04-25 16:16:31,34.4265,70.4515,80.37,22,10,1.68,clear sky
441,Balkhash,KZ,2021-04-25 16:16:31,46.844,74.9804,48.81,40,79,12.62,broken clouds
442,Yabelo,ET,2021-04-25 16:16:32,4.8833,38.0833,61.12,87,96,3.8,moderate rain
443,Altukhovo,RU,2021-04-25 16:16:32,52.67,34.36,37.4,70,75,6.71,broken clouds
444,Yeniseysk,RU,2021-04-25 16:13:58,58.4497,92.1703,36.57,95,100,7.65,overcast clouds
445,Padang,ID,2021-04-25 16:14:22,-0.9492,100.3543,78.84,84,98,2.57,overcast clouds
446,Alugan,PH,2021-04-25 16:16:32,12.2188,125.4808,78.66,77,94,8.72,overcast clouds
447,Sao Miguel Do Araguaia,BR,2021-04-25 16:16:33,-13.275,-50.1628,89.42,48,70,3.0,broken clouds
448,Marsala,IT,2021-04-25 16:12:08,37.7966,12.4352,66.2,72,20,6.91,few clouds
449,Katsuura,JP,2021-04-25 16:09:13,35.1333,140.3,57.2,54,75,17.27,broken clouds
450,Waipawa,NZ,2021-04-25 16:13:00,-41.4122,175.5153,55.4,82,90,17.27,drizzle
451,Seymchan,RU,2021-04-25 16:13:32,62.8833,152.4333,-1.68,97,100,0.13,overcast clouds
452,Hervey Bay,AU,2021-04-25 16:13:31,-25.2986,152.8535,62.01,86,0,3.0,clear sky
453,Begoro,GH,2021-04-25 16:16:34,6.3871,-0.3774,84.27,62,100,2.08,overcast clouds
454,Buala,SB,2021-04-25 16:16:34,-8.145,159.5921,79.9,81,55,0.81,broken clouds
455,Dingle,PH,2021-04-25 16:13:10,10.9995,122.6711,77.02,85,10,1.95,light rain
456,Ambovombe,MG,2021-04-25 16:16:35,-25.1667,46.0833,75.06,77,7,12.75,clear sky
457,Pasni,PK,2021-04-25 16:16:35,25.2631,63.471,81.41,51,50,18.45,scattered clouds
458,Hatillo,PR,2021-04-25 16:16:22,18.4863,-66.8254,87.01,61,1,17.27,clear sky
459,Mahon,ES,2021-04-25 16:16:35,39.8885,4.2658,62.6,72,0,18.41,clear sky
460,Vacaria,BR,2021-04-25 16:16:36,-28.5122,-50.9339,58.64,93,100,5.75,overcast clouds
461,Ola,RU,2021-04-25 16:16:36,59.5833,151.2833,14.79,72,72,9.55,broken clouds
462,Komsomolskiy,UZ,2021-04-25 16:12:35,40.4272,71.7189,69.8,28,49,2.3,scattered clouds
463,Calbuco,CL,2021-04-25 16:16:36,-41.768,-73.1273,53.6,94,75,5.75,broken clouds
464,Jadu,LY,2021-04-25 16:13:22,31.953,12.0261,77.85,12,26,4.92,scattered clouds
465,Beeville,US,2021-04-25 16:13:19,28.4008,-97.7483,80.6,54,1,13.8,clear sky
466,Fraserburgh,GB,2021-04-25 16:16:37,57.6874,-2.0184,51.01,56,25,13.82,scattered clouds
467,Wukari,NG,2021-04-25 16:16:37,7.85,9.7833,99.93,30,73,2.48,broken clouds
468,Sao Jose Da Coroa Grande,BR,2021-04-25 16:16:38,-8.8978,-35.1478,82.8,70,36,9.73,scattered clouds
469,Villaviciosa,ES,2021-04-25 16:16:38,43.4813,-5.4357,66.0,84,100,7.0,overcast clouds
470,Dehui,CN,2021-04-25 16:16:38,44.5333,125.7,41.0,45,0,2.24,clear sky
471,Bitkine,TD,2021-04-25 16:16:39,11.9801,18.2138,102.85,12,25,9.89,scattered clouds
472,Laguna,US,2021-04-25 16:13:06,38.421,-121.4238,55.99,71,75,5.75,broken clouds
473,Manavalakurichi,IN,2021-04-25 16:14:28,8.1333,77.3,86.0,74,20,3.44,few clouds
474,Bonavista,CA,2021-04-25 16:16:39,48.6499,-53.1147,51.8,40,1,11.5,clear sky
475,Quang Ngai,VN,2021-04-25 16:16:13,15.1167,108.8,77.59,94,36,3.33,scattered clouds
476,Novobirilyussy,RU,2021-04-25 16:16:40,56.9514,90.6661,34.81,95,100,6.22,overcast clouds
477,Hualmay,PE,2021-04-25 16:12:56,-11.0964,-77.6139,71.11,74,59,7.2,broken clouds
478,Tomatlan,MX,2021-04-25 16:12:16,19.9333,-105.25,86.31,38,61,4.36,broken clouds
479,Corinth,GR,2021-04-25 16:16:05,37.9407,22.9573,64.0,47,10,5.01,clear sky
480,Vikulovo,RU,2021-04-25 16:16:40,56.8167,70.6107,47.62,46,100,11.63,overcast clouds
481,Poltavka,RU,2021-04-25 16:16:41,54.3663,71.7632,50.65,37,100,8.08,overcast clouds
482,Gold Coast,AU,2021-04-25 16:14:27,-28.0,153.4333,61.0,94,0,3.44,clear sky
483,Adeje,ES,2021-04-25 16:16:41,28.1227,-16.726,72.0,53,75,10.36,broken clouds
484,Shagonar,RU,2021-04-25 16:16:41,51.5333,92.8,34.81,54,63,2.95,broken clouds
485,Salalah,OM,2021-04-25 16:16:42,17.0151,54.0924,84.2,74,40,8.05,scattered clouds
486,Huejuquilla El Alto,MX,2021-04-25 16:16:42,22.6,-103.8667,73.81,14,75,1.95,broken clouds
487,Ajdabiya,LY,2021-04-25 16:16:42,30.7554,20.2263,73.08,43,0,25.26,clear sky
488,Mezen,RU,2021-04-25 16:16:43,65.8522,44.24,44.01,85,100,6.08,overcast clouds
489,Ciudad Guayana,VE,2021-04-25 16:16:43,8.3533,-62.6528,95.58,32,81,7.94,broken clouds
490,Tura,IN,2021-04-25 16:12:55,25.5198,90.2201,79.2,25,29,3.44,scattered clouds
491,Cocal,BR,2021-04-25 16:16:44,-28.6167,-49.35,71.01,74,99,3.65,overcast clouds
492,Airai,TL,2021-04-25 16:10:26,-8.9266,125.4092,55.67,84,26,1.79,scattered clouds
493,Dekar,BW,2021-04-25 16:16:44,-21.5333,21.9333,74.19,23,0,3.85,clear sky
494,Gore,NZ,2021-04-25 16:16:44,-46.1028,168.9436,42.01,81,36,8.01,scattered clouds
495,Orocue,CO,2021-04-25 16:16:45,4.7912,-71.3354,93.97,40,98,9.82,overcast clouds
496,Santa Maria Del Oro,MX,2021-04-25 16:16:45,25.9333,-105.3667,72.43,10,78,5.46,broken clouds
497,Meru,KE,2021-04-25 16:16:45,0.0463,37.6559,63.59,85,83,3.96,broken clouds
498,Shimoda,JP,2021-04-25 16:16:46,34.6667,138.95,50.0,61,54,3.0,broken clouds
499,Shenjiamen,CN,2021-04-25 16:12:31,29.9576,122.298,60.01,86,64,4.16,broken clouds
500,Monte Alegre,BR,2021-04-25 16:16:46,-2.0078,-54.0692,84.61,68,100,3.56,overcast clouds
501,Blagoyevo,RU,2021-04-25 16:16:47,63.3667,47.9167,40.24,96,100,6.04,overcast clouds
502,Mweka,CD,2021-04-25 16:16:47,-4.85,21.5667,76.41,81,87,1.74,light rain
503,Gusau,NG,2021-04-25 16:16:47,12.1628,6.6614,98.73,22,96,1.28,overcast clouds
504,Tartus,SY,2021-04-25 16:16:47,34.889,35.8866,71.6,56,75,4.61,broken clouds
505,Knysna,ZA,2021-04-25 16:16:48,-34.0363,23.0471,55.4,100,90,8.05,fog
506,Mankono,CI,2021-04-25 16:16:48,8.0586,-6.1897,92.19,41,89,5.06,overcast clouds
507,Paracuru,BR,2021-04-25 16:16:48,-3.41,-39.0306,82.99,69,83,15.99,broken clouds
508,Pervomayskiy,RU,2021-04-25 16:16:49,53.2485,40.2871,42.01,52,41,13.98,scattered clouds
509,Bafq,IR,2021-04-25 16:13:16,31.6128,55.4107,79.61,27,62,13.82,broken clouds
510,Urumqi,CN,2021-04-25 16:16:49,43.801,87.6005,46.4,23,0,2.24,clear sky
511,Visby,SE,2021-04-25 16:16:50,57.6409,18.296,39.99,60,40,13.8,scattered clouds
512,Jutai,BR,2021-04-25 16:16:50,-5.1833,-68.9,77.92,91,79,3.51,broken clouds
513,Hayden,US,2021-04-25 16:12:53,47.766,-116.7866,45.0,81,90,6.91,overcast clouds
514,Kidal,ML,2021-04-25 16:16:51,18.4411,1.4078,105.03,3,8,7.81,clear sky
515,Aripuana,BR,2021-04-25 16:16:51,-9.1667,-60.6333,88.45,58,16,3.02,few clouds
516,Graham,US,2021-04-25 16:16:51,47.0529,-122.2943,50.0,81,40,3.44,light intensity drizzle
517,Sindor,RU,2021-04-25 16:16:52,62.8629,51.8905,41.47,91,100,9.17,overcast clouds
518,Hamilton,US,2021-04-25 16:08:26,39.1834,-84.5333,55.0,87,90,5.75,mist
519,Mandalgovi,MN,2021-04-25 16:16:52,45.7625,106.2708,34.99,85,72,19.13,light snow
520,Dwarka,IN,2021-04-25 16:16:52,22.2394,68.9678,83.17,74,0,15.01,clear sky
521,Oksfjord,NO,2021-04-25 16:16:53,70.2396,22.3479,35.6,51,0,6.91,light snow
522,Hwange,ZW,2021-04-25 16:16:53,-18.3693,26.5019,73.99,49,44,3.29,scattered clouds
523,Nerchinskiy Zavod,RU,2021-04-25 16:16:53,51.3088,119.61,46.76,27,100,3.36,overcast clouds
